ServiceApprovalNumber,ServiceName,ProviderApprovalNumber,ServiceType,ServiceAddress,Suburb,Postcode,Phone,Fax,Email Address,NumberOfApprovedPlaces,OverallRating,lat,lng,ProviderLegalName,state,country
SE-00006147,St Martin of Tours OSHClub,PR-40004402,Centre,2-12 Silk Street,ROSANNA,3084,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,75.0,Meeting,-37.7352286,145.0765007,OSHCLUB PTY LTD,Vic,Australia
SE-40009968,Rosanna Golf Links OSHClub,PR-40004402,Centre,Interlaken Parade,ROSANNA,3084,0385649000,0385779184,jagvicsa@junioradventuresgroup.com.au,100.0,NA,-37.7358012,145.0754186,OSHCLUB PTY LTD,Vic,Australia
SE-00005843,Rosanna Golf Links Primary School OSHC,PR-00002962,Centre,Interlaken Parade,ROSANNA,3084,03 9457 4178,03 9457 5774,oshc.rglps@gmail.com,100.0,Not,-37.7358012,145.0754186,Rosanna Golf Links Primary School Council,Vic,Australia
SE-00003214,Macleod Preschool Incorporated,PR-00001947,Centre,5 Birdwood Avenue,MACLEOD,3085,0394576284,,macleod@ecms.org.au,51.0,Exceeding,-37.7263586,145.0697436,Early Childhood Management Services Inc,Vic,Australia
SE-00003220,Skye Childrens Co-op,PR-00001805,Centre,9-11 Skye Street,MACLEOD,3085,03 9435 2302,03 9435 2302,skye.childrens.cc@kindergarten.vic.gov.au,42.0,Meeting,-37.7184063,145.0726072,Skye Children's Co-op Ltd,Vic,Australia
SE-00003222,Greensborough Road Early Learning & Kinder,PR-40000153,Centre,51-55 Greensborough Road,MACLEOD,3085,03 9459 1384,,director@greensboroughroadelc.com.au,99.0,Meeting,-37.731657,145.078901,Think Childcare Services Pty Ltd,Vic,Australia
SE-00005502,YMCA Macleod Recreation and Fitness Centre Vacation Care,PR-00001946,Centre,157 Wungan Street,MACLEOD,3085,0394599022,0394581227,jodie.reid@ymca.org.au,120.0,Not,-37.7246167,145.0685473,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00005267,Macleod College OSHC,PR-00002722,Centre,May Street,MACLEOD,3085,03 9457 0234,,ohsc.macleod.co@edumail.vic.gov.au,45.0,Meeting,-37.7259094,145.0736148,Macleod College OSHC,Vic,Australia
SE-00003244,St Albans North Preschool,PR-00001947,Centre,42 Fox Street,ST ALBANS NORTH,3021,0393671826,0393671826,stalbansnorth@ecms.org.au,33.0,Meeting,-37.7328798,144.807931,Early Childhood Management Services Inc,Vic,Australia
SE-00003245,Keilor Park Preschool,PR-00001947,Centre,Thea Court,KEILOR PARK,3042,0393363758,0393363758,keilorpark@ecms.org.au,33.0,Exceeding,-37.7205389,144.8579036,Early Childhood Management Services Inc,Vic,Australia
SE-00004937,Early Learning Family Day Care,PR-00002638,Family,10/14 Concorde Drive,KEILOR PARK,3042,0393363336,,elfamilydaycare@gmail.com,,Meeting,-37.7219699,144.848903,Early Learning Family Day Care Pty Ltd,Vic,Australia
SE-00003249,Kings Park Kindergarten,PR-00001947,Centre,24 Maplewood Road,KINGS PARK,3021,0393666692,0393666692,kingspark@ecms.org.au,63.0,Exceeding,-37.7315906,144.7752393,Early Childhood Management Services Inc,Vic,Australia
SE-00005108,Camp Australia - Kings Park Primary School OSHC,PR-00002539,Centre,128 B Gillespie Road,KINGS PARK,3021,1300105343,,oshc@campaustralia.com.au,45.0,Meeting,-37.7333975,144.7669153,Camp Australia Pty Limited,Vic,Australia
SE-00004993,Resurrection OSHClub,PR-40004402,Centre,51 Gum Road,KINGS PARK,3021,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,61.0,Meeting,-37.736412,144.77597,OSHCLUB PTY LTD,Vic,Australia
SE-00003250,Keilor Gatehouse,PR-00001947,Centre,Parramatta Road,KEILOR,3036,0393363270,0394450346,keilorgatehouse@ecms.org.au,23.0,Exceeding,-37.7144127,144.8237924,Early Childhood Management Services Inc,Vic,Australia
SE-00004011,Kids Retreat,PR-40001112,Centre,890 Old Calder Highway,KEILOR,3036,03 9390 7500,,compliance@affinityeducation.com.au,90.0,Exceeding,-37.702576,144.8056551,Affinity Education Group Limited,Vic,Australia
SE-00004445,Mission Australia Early Learning Keilor,PR-00004831,Centre,26 Kennedy Street,KEILOR,3036,03 9331 7911,03 9370 4859,els_keilor@missionaustralia.com.au,70.0,Meeting,-37.7168285,144.836046,Mission Australia Early Learning,Vic,Australia
SE-00005000,St Augustines OSHC,PR-00002661,Centre,Augustines Way,KEILOR,3036,,,staugustines@world4kids.net,60.0,Exceeding,-37.710054,144.8190607,World 4 Kids Pty Ltd ATF World 4 Kids Trust,Vic,Australia
SE-00005133,Big Childcare - Keilor PS OSHC,PR-40004334,Centre,Kennedy Street,KEILOR,3036,0386829400,,keilor@bigchildcare.com,75.0,Exceeding,-37.7187087,144.8343752,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Vic,Australia
SE-00005325,Overnewton Anglican Community College Outside School Hours Care,PR-00002733,Centre,2-30 Overnewton Road,KEILOR,3036,0393340000,0393361835,maribel.majczak@overnewton.vic.edu.au,55.0,Not,-37.7063198,144.8216651,Overnewton Anglican Community College Ltd,Vic,Australia
SE-40000585,Giggles N Wiggles Family Day Care,PR-40000053,Family,Shop 2  19-23 Arabin St,KEILOR,3036,0394654203,,gigglesnwiggles.fdc@gmail.com,,Not,-37.7186075,144.8358716,Ms Aziza Omar Ali,Vic,Australia
SE-00003252,Keilor Downs Kindergarten,PR-00001947,Centre,Antwerp Drive,KEILOR DOWNS,3038,0393661945,0394450346,keilordowns@ecms.org.au,33.0,Exceeding,-37.7226511,144.8104216,Early Childhood Management Services Inc,Vic,Australia
SE-40007610,Thornhill Drive Kindergarten & Childrens Centre,PR-00002186,Centre,39 Thornhill Drive,KEILOR DOWNS,3038,0393569553,,info@bpachildrenservices.com,37.0,NA,-37.725592,144.804251,Brimbank Preschool Association Inc,Vic,Australia
SE-00003255,Lady Nelson Early Learning and Child Care Centre,PR-40000388,Centre,89 Lady Nelson Way,KEILOR DOWNS,3038,03 9367 1114,03 9366 8197,halamansour_2@yahoo.com.au,40.0,Not,-37.7126043,144.7929025,Divine Angel Pty Ltd ATF The Trustee for the Mansour Family Trust,Vic,Australia
SE-00005003,Camp Australia - Keilor Views Primary School OSHC,PR-00002539,Centre,Swindon Crescent,KEILOR DOWNS,3038,1300105343,,opsadmin@campaustralia.com.au,75.0,Meeting,-37.7181637,144.8085513,Camp Australia Pty Limited,Vic,Australia
SE-00006097,Camp Australia - Monmia Primary School OSHC,PR-00002539,Centre,Copernicus Way,KEILOR DOWNS,3038,1300105343,,oshc@campaustralia.com.au,30.0,Not,-37.7194913,144.7980778,Camp Australia Pty Limited,Vic,Australia
SE-00006171,St Mary of the Assumption OSHC Keilor Downs,PR-00002679,Centre,152 Odessa Avenue,KEILOR DOWNS,3038,0450211909,9364 6513,maryz@spkealba.catholic.edu.au,100.0,Not,-37.715304,144.804678,St Mary of the Assumption Catholic Church Keilor Downs/Kealba,Vic,Australia
SE-40007978,Sparrow House Early Learning Keilor Downs,PR-40009453,Centre,7 Copernicus Way,KEILOR DOWNS,3038,03 9366 4380,,kellie.perren@shel.edu.au,122.0,NA,-37.7239217,144.8066419,Sparrow House Early Learning No 1 Pty Ltd,Vic,Australia
SE-00003253,Taylors Lakes Kindergarten,PR-00001947,Centre,Cnr Cocoparra Cres & Grampians Crt,TAYLORS LAKES,3038,0393903589,0394450346,taylorslakes@ecms.org.au,30.0,Meeting,-37.7098341,144.7974256,Early Childhood Management Services Inc,Vic,Australia
SE-00004124,Barbary Crescent Preschool,PR-00001947,Centre,Barbary Crescent,TAYLORS LAKES,3038,0394494355,0394494355,barbarycrescent@ecms.org.au,33.0,Meeting,-37.7106629,144.7913757,Early Childhood Management Services Inc,Vic,Australia
SE-00003260,Remus Way Childrens Centre,PR-00001848,Centre,4 Remus Way,TAYLORS LAKES,3038,03 9390 9561,03 9449 7073,info@remuswaychildrenscentre.com.au,45.0,Exceeding,-37.7058723,144.7860654,Remus Way Children's Centre Inc,Vic,Australia
SE-00005002,Big Childcare - Taylors Lakes PS OSHC,PR-40004334,Centre,Chichester Drive,TAYLORS LAKES,3038,0386829400,,taylorslakes@bigchildcare.com,109.0,Exceeding,-37.7075912,144.7945796,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Vic,Australia
SE-40007415,Big Childcare - Overnewton Anglican Community College OSHC,PR-40004334,Centre,"Overnewton Anglican College, 39-57 Robertsons Road",TAYLORS LAKES,3038,0386829400,,overnewton@bigchildcare.com,125.0,NA,-37.6891303,144.7744043,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Vic,Australia
SE-00005353,Overnewton Combined OSHC Taylors Lakes,PR-00002733,Centre,27 - 57 Robertsons Road,TAYLORS LAKES,3038,0393340000,0393905144,andrea.green@overnewton.vic.edu.au,75.0,Meeting,-37.6898315,144.7746699,Overnewton Anglican Community College Ltd,Vic,Australia
SE-40000229,Childrens Choice Family Day Care,PR-00008050,Family,73 Rutherglen Way,TAYLORS LAKES,3038,0383582858,,naj802@yahoo.com,,Not,-37.704971,144.802908,,Vic,Australia
SE-00003261,Sydenham Kindergarten,PR-00001947,Centre,7 Community Hub,SYDENHAM,3037,03 9390 3271,0393906137,sydenham@ecms.org.au,106.0,Meeting,-37.7021298,144.7632231,Early Childhood Management Services Inc,Vic,Australia
SE-00004454,Pecks Road Early Learning & Kinder,PR-40002206,Centre,97 Pecks Road,SYDENHAM,3037,83909052,,director@pecksroadelc.com.au,55.0,Meeting,-37.704771,144.7682615,Baker Street Childcare Education Pty Ltd,Vic,Australia
SE-00004010,Sydenham Central Early Learning Kinders,PR-40007227,Centre,550 Melton Highway,SYDENHAM,3037,0393903551,03 9390 5666,sydenhamelk@gmail.com,100.0,Not,-37.693515,144.7612431,MAYFIELD CHILDCARE LIMITED,Vic,Australia
SE-00006073,Sydenham Road Early Learning Centre,PR-00000823,Centre,354 Sydenham Road,SYDENHAM,3037,03 8390 9866,03 8390 9877,sydenhamroadelc@gelcmail.com.au,150.0,Meeting,-37.7033263,144.7752882,Guardian Community Early Learning Centres Pty Ltd,Vic,Australia
SE-00004002,Sydenham Childrens Centre,PR-00002186,Centre,7 Community Hub,SYDENHAM,3037,03 9390 3267,03 9449 9996,sydenhamcc@bpachildrenservices.com,52.0,Meeting,-37.7021298,144.7632231,Brimbank Preschool Association Inc,Vic,Australia
SE-00004738,Goodstart Early Learning Sydenham,PR-00001129,Centre,60 Community Hub,SYDENHAM,3037,03 8390 8714,03 8390 8715,kcy@goodstart.org.au,90.0,Exceeding,-37.7015084,144.7573815,Goodstart Early Learning Ltd,Vic,Australia
SE-00004857,Inspira Kids Early Learning Centre Sydenham,PR-40000421,Centre,17A Overton Lea Boulevard,SYDENHAM,3037,03 9449 9222,0394499255,julie@mulberrylearning.com.au,120.0,Meeting,-37.6951214,144.7670415,Mulberry Early Learning Centre Australia Pty Ltd,Vic,Australia
SE-00005149,Sydenham/Hillside Primary Combined OSHC - Sydenham Campus,PR-00002661,Centre,Community Hub,SYDENHAM,3037,0393615355,,sydenham@world4kids.net,150.0,Exceeding,-37.7016142,144.7597063,World 4 Kids Pty Ltd ATF World 4 Kids Trust,Vic,Australia
SE-00006020,Emmaus Out of School Care Program,PR-00003038,Centre,370 Sydenham Road,SYDENHAM,3037,0393904500,0393901700,aftercare@emsydenham.catholic.edu.au,60.0,Meeting,-37.6985667,144.7715556,Emmaus Catholic Primary School,Vic,Australia
SE-40001962,SMART KINDER,PR-40001691,Centre,2 Salisbury Court,SYDENHAM,3037,0394492006,0386337218,rathiga@hotmail.com,59.0,Not,-37.692969,144.759907,ATN SOLUTION PTY LTD,Vic,Australia
SE-00003263,Copperfields Preschool,PR-00001947,Centre,Copperfield Drive,DELAHEY,3037,03 9307 7805,0393070712,copperfields@ecms.org.au,60.0,Meeting,-37.7180352,144.7710027,Early Childhood Management Services Inc,Vic,Australia
SE-00003262,Delahey Childrens Centre,PR-00002186,Centre,Copperfield Drive,DELAHEY,3037,03 9307 0488,03 9307 8139,delahey@bpachildrenservices.com,42.0,Meeting,-37.7180352,144.7710027,Brimbank Preschool Association Inc,Vic,Australia
SE-00003266,Oarsome Drive Childcare Centre,PR-00002192,Centre,39-41 Oarsome Drive,DELAHEY,3037,03 9310 8611,03 9310 8611,oarsome2@optusnet.com.au,45.0,Meeting,-37.7126939,144.7791682,SFYP World Best Pty Ltd,Vic,Australia
SE-00004958,Mackellar Primary School,PR-00002643,Centre,29 - 35 Goldsmith Avenue,DELAHEY,3037,0393640200,0393640644,feeley.wendy.a@edumail.vic.gov.au,223.0,Exceeding,-37.7180012,144.7774937,Mackellar Primary School,Vic,Australia
SE-40001631,CHICHO FAMILY DAY CARE,PR-40001392,Family,23 Rye Ct,DELAHEY,3037,0433123005,1,chichofdc@gmail.com,,Meeting,-37.718422,144.768193,Chicho Family Day Care Pty Ltd,Vic,Australia
SE-40010197,Whiz Kidz Early Learning Centre and Preschool Delahey,PR-40011087,Centre,1 Yeats Dr,DELAHEY,3037,,,delahey@whizkidz.com.au,66.0,NA,-37.720654,144.7770888,Whiz Kidz Early Learning Centre Delahey Pty Ltd,Vic,Australia
SE-00003448,Washington Drive Preschool,PR-00001947,Centre,3 Washington Drive,OAKLEIGH SOUTH,3167,0395706565,0395706565,washingtondrive@ecms.org.au,29.0,Meeting,-37.9356111,145.0820312,Early Childhood Management Services Inc,Vic,Australia
SE-00003538,Germain Street Kindergarten,PR-00002149,Centre,Germain Street,OAKLEIGH SOUTH,3167,0395702550,0395702550,germain.st.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.9126844,145.1029317,Child & Family Care Network,Vic,Australia
SE-00003542,Ward Avenue Kindergarten,PR-00002149,Centre,4 Ward Avenue,OAKLEIGH SOUTH,3167,95701758,0395701758,ward.ave.kin@kindergarten.vic.gov.au,30.0,Meeting,-37.9128897,145.0854644,Child & Family Care Network,Vic,Australia
SE-00003992,Bright Beginnings Child Care Centre,PR-00002039,Centre,117-119 Golf Road,OAKLEIGH SOUTH,3167,0395703755,,contact@bright-beginnings.net.au,50.0,Meeting,-37.920739,145.087358,Loren Class; Rose Rosenblatt; Jodi Eden,Vic,Australia
SE-00005129,Camp Australia - Oakleigh South Primary School OSHC,PR-00002539,Centre,Riley Street,OAKLEIGH SOUTH,3167,1300105343,,opsadmin@campaustralia.com.au,125.0,Meeting,-37.9235052,145.0941356,Camp Australia Pty Limited,Vic,Australia
SE-00005192,Camp Australia - Sacred Heart Oakleigh OSHC,PR-00002539,Centre,2-4 Mora Avenue,OAKLEIGH SOUTH,3167,1300105343,03 8080 6413,oshc@campaustralia.com.au,70.0,Meeting,-37.902154,145.088207,Camp Australia Pty Limited,Vic,Australia
SE-00004642,Goodstart Early Learning Hughesdale,PR-00001129,Centre,1077 North Road,OAKLEIGH SOUTH,3167,03 9570 6443,,oas@goodstart.org.au,84.0,Meeting,-37.9086954,145.0803529,Goodstart Early Learning Ltd,Vic,Australia
SE-00004656,Goodstart Early Learning Oakleigh South - Moresby Street,PR-00001129,Centre,8 Moresby Street,OAKLEIGH SOUTH,3167,03 9551 8606,03 9558 3238,cla@goodstart.org.au,60.0,Exceeding,-37.936647,145.0970796,Goodstart Early Learning Ltd,Vic,Australia
SE-00005643,Huntingdale OSHClub,PR-40004402,Centre,Grange Street,OAKLEIGH SOUTH,3167,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,45.0,Exceeding,-37.9131744,145.1028229,OSHCLUB PTY LTD,Vic,Australia
SE-40011009,Team Holiday - Huntingdale Primary,PR-40002234,Centre,Grange Street,OAKLEIGH SOUTH,3167,,,info@teamholiday.com.au,38.0,NA,-37.9131744,145.1028229,Team Holiday Pty Ltd ATF Team Holiday Trust,Vic,Australia
SE-40011125,Early Learning Centre Oakleigh South,PR-40010453,Centre,1066 Centre Rd,OAKLEIGH SOUTH,3167,0395797007,,admin@elcoakleighsouth.com.au,139.0,NA,-37.9254851,145.0921994,Imagine Education Early Learning Centres No. 3 Pty Ltd as Trustee for Imagine Education Early Learning Centres No.3 Unit Trust,Vic,Australia
SE-00003528,Terrara Preschool,PR-00001947,Centre,15 Walbrook Drive,VERMONT SOUTH,3133,0398034855,0398029553,terrara@ecms.org.au,29.0,Meeting,-37.8463802,145.1818444,Early Childhood Management Services Inc,Vic,Australia
SE-00003529,Barriburn Preschool,PR-00002149,Centre,337 Morack Road,VERMONT SOUTH,3133,0398016771,03 85625111,lsmyth@bestchance.org.au,27.0,Meeting,-37.8541495,145.2013946,Child & Family Care Network,Vic,Australia
SE-00003530,Vermont South Childrens Services Centre,PR-00001967,Centre,Cnr Karobran Dr & Livingstone Rd,VERMONT SOUTH,3133,03 9887 9489,03 9886 5138,vsouth.cc@whitehorse.vic.gov.au,79.0,Exceeding,-37.8539848,145.1810113,Whitehorse City Council,Vic,Australia
SE-00003526,Birralee Preschool,PR-00001365,Centre,21 Weeden Drive,VERMONT SOUTH,3133,03 9803 1769,,birralee.kin@kindergarten.vic.gov.au,27.0,Meeting,-37.8593671,145.1730127,Birralee Preschool Association Inc,Vic,Australia
SE-00004292,Beacon Street Childrens Centre,PR-40001224,Centre,463 Burwood Highway,VERMONT SOUTH,3133,03 9803 6555,03 9803 6566,beaconstchildcentre@bigpond.com,37.0,Not,-37.8555529,145.1786567,HILLTOP LEARNING PTY LTD,Vic,Australia
SE-40006416,Beacon Street Childrens Centre Kindergarten,PR-40001224,Centre,465 Burwood Highway,VERMONT SOUTH,3133,0398036555,0398036566,beaconstchildcentre@bigpond.com,32.0,NA,-37.855685,145.179027,HILLTOP LEARNING PTY LTD,Vic,Australia
SE-00005110,Camp Australia - Holy Saviour Primary School OSHC,PR-00002539,Centre,765 Highbury Road,VERMONT SOUTH,3133,1300105343,03 8610 1203,oshc@campaustralia.com.au,45.0,Meeting,-37.8625287,145.1748039,Camp Australia Pty Limited,Vic,Australia
SE-40010151,Livingstone OSHClub,PR-40004402,Centre,Livingstone Road,VERMONT SOUTH,3133,0385649000,0385779184,jagvicsa@junioradventuresgroup.com.au,85.0,NA,-37.8521898,145.1805876,OSHCLUB PTY LTD,Vic,Australia
SE-00005549,Weeden Heights Primary School OSHC,PR-00002821,Centre,Weeden Drive,VERMONT SOUTH,3133,0398020663,0398861346,weeden.heights.ps@edumail.vic.gov.au,30.0,Not,-37.8596583,145.1798061,Weeden Heights Primary School,Vic,Australia
SE-00003592,Oakhill Family Services Centre,PR-00001947,Centre,91 North Rd,RESERVOIR,3073,0394718147,0394711912,oakhillkindergarten@ecms.org.au,54.0,Exceeding,-37.7233148,145.0172592,Early Childhood Management Services Inc,Vic,Australia
SE-40003067,Keon Park Childrens Hub,PR-00001947,Centre,1 – 7 Dole Avenue,RESERVOIR,3073,0394606557,,keonpark.kin@ecms.org.au,68.0,Meeting,-37.7011744,145.0215058,Early Childhood Management Services Inc,Vic,Australia
SE-40003070,Oakhill Family Centre,PR-00001947,Centre,91 North Rd,RESERVOIR,3073,0394701914,,oakhill@ecms.org.au,59.0,Meeting,-37.7233148,145.0172592,Early Childhood Management Services Inc,Vic,Australia
SE-00003586,Merrilands Childrens Centre & Kindergarten - BUC,PR-40011040,Centre,23-25 Ryan Street,RESERVOIR,3073,0394604674,0394625343,merrilands@lentarauc.org.au,66.0,Meeting,-37.7004994,144.9980197,UNITING (VICTORIA AND TASMANIA) LIMITED,Vic,Australia
SE-00003593,Kookaburra Kindergarten - BUC,PR-40011040,Centre,34 George Street,RESERVOIR,3073,0394605708,034626035,kookaburrakindergarten@lentarauc.org.au,30.0,Meeting,-37.7166286,145.0008616,UNITING (VICTORIA AND TASMANIA) LIMITED,Vic,Australia
SE-00004426,Great Beginnings Reservoir,PR-00000898,Centre,763 Gilbert Road,RESERVOIR,3073,0394789222,,reservoir@greatbeginnings.com.au,120.0,Meeting,-37.7189792,144.9928103,G8 Education Limited,Vic,Australia
SE-00003585,Blake Street Kindergarten,PR-00002113,Centre,109 Blake Street,RESERVOIR,3073,0394788037,0394788037,blake.st.kin@kindergarten.vic.gov.au,27.0,Meeting,-37.731553,145.0315059,Northern Darebin Combined Kindergarten Association Inc.,Vic,Australia
SE-00003589,Gellibrand Crescent Kindergarten,PR-00002113,Centre,26 Gellibrand Crescent,RESERVOIR,3073,0394605862,0394605860,gellibrand.cres.kin@kindergarten.vic.gov.au,30.0,Meeting,-37.704066,145.00643,Northern Darebin Combined Kindergarten Association Inc.,Vic,Australia
SE-00003587,Regent Baptist Kindergarten,PR-00002161,Centre,734 High Street,RESERVOIR,3073,03 9478 7786,03 9470 6067,regent.baptist.kin@kindergarten.vic.gov.au,24.0,Not,-37.7274006,145.0061745,Regent Baptist Kindergarten Incorporated,Vic,Australia
SE-00003594,Dewdrops Early Learning,PR-00002350,Centre,89 Delaware Street,RESERVOIR,3073,0394783615,,info@dewdropsearlylearning.com.au,45.0,Exceeding,-37.720039,145.00826,Arkoudaki Enterprises Pty Ltd (ATF the M & D Moses Family Trust),Vic,Australia
SE-00003595,Darebin Childcare and Kindergarten Inc - Reservoir,PR-00002062,Centre,6-8 Kenilworth Street,RESERVOIR,3073,0394692226,0394624853,yvonne@dccandk.org.au,86.0,Exceeding,-37.7140324,145.0068783,Darebin Childcare and Kindergarten Inc,Vic,Australia
SE-00003596,Edwardes Street Child Minding,PR-00001652,Centre,41 Edwardes Street,RESERVOIR,3073,03 9469 4640,03 9469 4640,nevenas@y7mail.com,50.0,Not,-37.716327,145.004581,Manes Care Pty Ltd,Vic,Australia
SE-00005797,Darebin Community Sports Stadium Vacation Care,PR-00001946,Centre,857 Plenty Road,RESERVOIR,3073,0394714935,0394717130,jodie.reid@ymca.org.au,90.0,Meeting,-37.7224902,145.0298445,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00005328,Camp Australia - Reservoir Views Primary School OSHC,PR-00002539,Centre,110 St Vigeons Road,RESERVOIR,3073,1300105343,,opsadmin@campaustralia.com.au,30.0,Not,-37.7053169,145.0218009,Camp Australia Pty Limited,Vic,Australia
SE-00005958,Camp Australia - Holy Name Primary School OSHC,PR-00002539,Centre,2 Robb Street,RESERVOIR,3073,1300105343,,opsadmin@campaustralia.com.au,30.0,Not,-37.7301829,145.0182034,Camp Australia Pty Limited,Vic,Australia
